Title,Year,Mileage,Power,Price,Location,Image_URL
Opel Combo 1.3multijet,2014,"200,000 km",66 kW (89 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/b167115b-d3a9-454c-ae83-8247a7241533.jpg
Audi A4 2.0tdi 143ks 2011god Avto M&S,2011,"190,000 km",103 kW (138 Hp),"9.300
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/c79a90d4-f7b1-461f-b59a-513386aef55d.jpg
BMW 525 motor 3000,2007,"250,000 km",145 kW (194 Hp),"3.000
 €",Виница,//reklama5.mk/photos/big/ef360f0b-1406-424a-9b39-7e3ec8f6069e.jpg
Alfa Romeo Giulietta 1.4 MultiAir,2013,"200,000 km",125 kW (168 Hp),"7.700
 €",Битола,//reklama5.mk/photos/big/d95ff610-7cf5-4564-8451-4fd5497f54f1.jpg
Seat Leon FR 2.0tdi 170ks 2008god Avto M&S,2008,"180,000 km",125 kW (168 Hp),"6.300
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/7c964e6a-0d09-4dd9-94f5-8899aaded498.jpg
BMW e46 320i M54 2004,2004,"300,000 km",125 kW (168 Hp),"4.200
 €",Битола,//reklama5.mk/photos/big/d89d56a6-2228-46ac-b0f8-08babd5b1b49.jpg
VW Polo 1.2 benzin 2006god Avto M&S,2006,"180,000 km",51 kW (68 Hp),"3.450
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/283a8c61-d3d0-4b3b-91a3-b5958efdcc0f.jpg
volvo s60 benzin 2.4,2002,"200,000 km",100 kW (134 Hp),"800
 €",Чашка / Велес,//reklama5.mk/photos/big/cd3f090f-f6cb-47b8-bf3c-c1c98f762307.jpg
Range Rover Evoque dinamic so 130.000km full oprema!,2014,"140,000 km",140 kW (188 Hp),"17.900
 €",Велес,//reklama5.mk/photos/big/d2125da5-135f-4469-941f-f4c96c8e302f.jpg
Peugeot 3008 1.6 hdi 84kw 2013god Avto M&S,2013,"170,000 km",84 kW (113 Hp),"7.800
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/4fa58b97-1e32-4f36-9ec9-2b078f7a4a22.jpg
Mercedes-Benz C180cdi Bluetec,2014,"190,000 km",85 kW (114 Hp),"1
 €",Битола,//reklama5.mk/photos/big/c1bb4a28-bbfd-4d14-83c8-b1624f71ea11.jpg
volvo v50,2011,"200,000 km",77 kW (103 Hp),"4.000
 €",Чашка / Велес,//reklama5.mk/photos/big/f6d389cb-6a4e-4942-a71c-97e57aebc708.jpg
Seat Leon 1.6tdi 105ks 2011god.,2011,"200,000 km",77 kW (103 Hp),"1
 €",Битола,//reklama5.mk/photos/big/29aa06c3-77c8-4088-9e9f-25538e586302.jpg
Hyundai I 30 1.6crdi 2013god Avto M&S,2013,"180,000 km",81 kW (109 Hp),"7.600
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/6894d285-52ea-40ea-abc1-e7f02e28bf37.jpg
Mercedes C-220cdi Avangarde 2010god Avto M&S,2010,"190,000 km",125 kW (168 Hp),"7.500
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/bfcbbbc9-7b00-4cf8-a280-7f55d1e53d7c.jpg
Citroen C4 1.6hdi 92ks 2012god Avto M&S,2012,"180,000 km",68 kW (91 Hp),"6.700
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/d2bf949e-f2b2-4fcf-a6f2-193454af7ce4.jpg
Skoda Octavia 1.4 2010,2010,"250,000 km",60 kW (80 Hp),"3.000
 €",Илинден / Скопје,//reklama5.mk/photos/big/fd9c17bf-07ba-4fc3-9955-5687ff51b7d1.jpg
Suzuki Swift 1.3 ddis 2013god Avto M&S,2013,"170,000 km",59 kW (79 Hp),"5.600
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/45f6c50f-d814-46fe-88ab-9a4d14f82c4a.jpg
CITROEN C4 1.6 HDi,2011,"160,000 km",68 kW (91 Hp),"5.600
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/34ef9ea3-8c7b-46f5-9eab-d8ab7ec21bff.jpg
BMW-E90-318d-2010g-reg.05.26god.ZAMENA,2010,"20,000 km",100 kW (134 Hp),"7.900
 €",Прилеп,//reklama5.mk/photos/big/6537b3ec-28b1-461c-a9af-5782f3f8180c.jpg
FIAT PUNTO 1.2 8V so Atest plin,2000,"160,000 km",44 kW (59 Hp),"1.499
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/a8fd732f-c1fa-444e-b6c1-d4dc6cd75518.jpg
Opel Astra 1.7cdti 2011god Avto M&S,2011,"170,000 km",81 kW (109 Hp),"5.700
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/7c9d1bfd-245f-4573-af7b-132d3a612dbf.jpg
VW Golf VI 2.0 TDI HighLine oprema,2010,"200,000 km",103 kW (138 Hp),"7.100
 €",Велес,//reklama5.mk/photos/big/c0c9c62b-6c5b-45c7-b334-a3d89ac25a67.jpg
Peugeot 2008 1.6 hdi 2014god Avto M&S,2014,"180,000 km",84 kW (113 Hp),"9.200
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/aa29ae75-e339-4d27-9f5d-a6503bf86b4b.jpg
OPEL CORSA 1.7 CDTI 2002 VO ODLICNA SOSTOJBA,2002,"170,000 km",55 kW (74 Hp),"2.550
 €",Штип,//reklama5.mk/photos/big/57332846-f009-4400-8bbb-48cfb68f8163.jpg
VW TOUAREG 5.0 V10 TDI 2007 MOZE ZAMENA,2007,"200,000 km",220 kW (295 Hp),"6.000
 €",Штип,//reklama5.mk/photos/big/05da844c-62b3-42d1-83e2-a699611f329e.jpg
AUDI Q5 3.0 TDI QUATTRO 2012 210KS STAKLO,2012,"190,000 km",155 kW (208 Hp),"14.000
 €",Штип,//reklama5.mk/photos/big/08dc14f4-6bbe-40d0-bc26-0c5f7ba9069d.jpg
FIAT CROMA 1.9 JTDM 150KS AVTOMATIK MOZE ZAMENA,2007,"190,000 km",110 kW (148 Hp),"2.850
 €",Штип,//reklama5.mk/photos/big/6156be72-b4d7-4721-8832-ca6891a8164c.jpg
Prodavam Honda Jazz,,,,"5.000
 €",Аеродром / Скопје,//reklama5.mk/photos/big/00b9f0ee-3eaa-4ebf-a4bb-333513234ab9.jpg
MERCEDES BENZ C180 BENZIN / PLIN ATEST MOZE ZAMENA,1996,"190,000 km",85 kW (114 Hp),"1.900
 €",Штип,//reklama5.mk/photos/big/e158883b-4bd5-4c1b-900a-be978637b059.jpg
VW PASSAT 2.0 TDI 140KS 8V 2006 ODLICEN,2006,"200,000 km",100 kW (134 Hp),"4.999
 €",Штип,//reklama5.mk/photos/big/0e58fc8c-44b3-42d8-9d7c-e8bf1ef552ff.jpg
Bmw 318d e90 2010,2010,"200,000 km",100 kW (134 Hp),"6.700
 €",Куманово,//reklama5.mk/photos/big/4add8b75-5c69-4ff9-8d1e-9df6178f1d95.jpg
Golf 5 DSG 2006,2006,"250,000 km",103 kW (138 Hp),"4.500
 €",Бутел / Скопје,//reklama5.mk/photos/big/c8657287-d144-489d-a9c7-5db8daafb316.jpg
FORD C-MAX 1.6 BENZIN/PLIN 2005 MOZE ZAMENA,2005,"200,000 km",66 kW (89 Hp),"2.999
 €",Штип,//reklama5.mk/photos/big/27913e0d-008f-4e97-9253-c28185212b95.jpg
hyndai i 30,2011,"200,000 km",80 kW (107 Hp),"4.000
 €",Чашка / Велес,//reklama5.mk/photos/big/983c5949-478b-4ed3-b2df-77c5c24fb5f3.jpg
BMW 318,2008,"200,000 km",100 kW (134 Hp),"5.500
 €",Чашка / Велес,//reklama5.mk/photos/big/dcf467a8-ecff-4592-bed0-5c058f1e0962.jpg
АУДИ А5,2007,"300,000 km",130 kW (174 Hp),"5.700
 €",Чашка / Велес,//reklama5.mk/photos/big/263510b5-3a3c-4c5e-8c8f-208f9f2bdf0e.jpg
citroen c5,2010,"300,000 km",100 kW (134 Hp),"6.000
 €",Чашка / Велес,//reklama5.mk/photos/big/f6a334a9-1ec8-4c36-9390-953f1d0e48ae.jpg
ford focus karavan,2010,"250,000 km",82 kW (110 Hp),"3.800
 €",Чашка / Велес,//reklama5.mk/photos/big/7d35693a-dae4-46a3-82d6-228cf9fb556b.jpg
••FIAT GRANDE PUNTO 2009 DYNAMIC 1.4 8V BENZIN••PERFEKTNA••,2009,"250,000 km",57 kW (76 Hp),"3.200
 €",Гостивар,//reklama5.mk/photos/big/86d89790-ff62-4a25-9df1-998e7d4a5138.jpg
VW GOLF 7 - 2014 1.6 dizel reg. cela godina,2014,"190,000 km",80 kW (107 Hp),"9.950
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/dd2e76f6-646f-4f19-834a-dceba4b4efdd.jpg
GOLF 1.6 BENZIN,2006,"200,000 km",77 kW (103 Hp),"2.000
 €",Чашка / Велес,//reklama5.mk/photos/big/34298ef5-451c-4a88-9009-60ba35745e30.jpg
RENAULT MEGANE 1.5 DCI 66KW 2010 god. EKSTRA..,2010,"180,000 km",66 kW (89 Hp),"4.100
 €",Прилеп,//reklama5.mk/photos/big/8db0e651-1626-4c81-b328-3ee3c9b11ddf.jpg
SEAT IBIZA 1.2 BENZIN.. EKSTRA.,2008,"160,000 km",50 kW (67 Hp),"3.650
 €",Прилеп,//reklama5.mk/photos/big/c00bf08e-84bf-4091-be89-d5d48e254bc8.jpg
OPEL MERIVA 1.3CDTI  2011. GOD.EKSTRA.,2011,"190,000 km",70 kW (94 Hp),"4.700
 €",Прилеп,//reklama5.mk/photos/big/d3a03397-bfbb-4347-be32-52fbd56f8498.jpg
Volvo XC90,2007,"250,000 km",100 kW (134 Hp),"4.000
 €",Чашка / Велес,//reklama5.mk/photos/big/9d9e09fd-3604-4468-8cb8-11f1671b6385.jpg
Citroen C3 - 1.4HDi - Exclusive optema / 2003god,2003,"180,000 km",55 kW (74 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/4c90af75-e648-421d-901c-063144774f2f.jpg
MERCEDES.C.200.CDI.6 BRZINI.2004.GOD.KLIMA.KAKO.NOVO.FULL,2004,"250,000 km",90 kW (121 Hp),"3.999
 €",Карпош / Скопје,//reklama5.mk/photos/big/ab87ef9d-27a2-404e-8a4c-4d0ab2c58b90.jpg
OPEL.TIGRA.1.4.BENZIN 90.KS.2006.GOD.KLIMA.CABRIO.PLIN.FULL,2006,"190,000 km",66 kW (89 Hp),"2.199
 €",Карпош / Скопје,//reklama5.mk/photos/big/367be994-928a-4c90-ba43-c8340c021020.jpg
PEUGEOT.206.1.4.BENZIN.75 KS.2008.GOD.KLIMA.ATES.PLIN.FULL,2008,"180,000 km",55 kW (74 Hp),"1.999
 €",Карпош / Скопје,//reklama5.mk/photos/big/aeae43eb-e6e6-4440-b686-107a27b17a84.jpg
FORD.KA.1.3.BENZIN 2009.GOD.KLIMA.ATES.PLIN.KAKO.NOVO.FULL,2009,"180,000 km",51 kW (68 Hp),"2.799
 €",Карпош / Скопје,//reklama5.mk/photos/big/06dd1281-6d09-4c6c-a744-de3a87e2577e.jpg
GOLF.4.1.9.TDI.6.BRZINI.2001 GOD.KLIMA.KAKO.NOVO.FULL,2001,"200,000 km",85 kW (114 Hp),"2.799
 €",Карпош / Скопје,//reklama5.mk/photos/big/634362e2-be63-4c09-81dd-508ad7f8e0ad.jpg
"Skoda Fabia, 1.4tdi, 2008g, klima, 160.000km",2008,"150,000 km",55 kW (74 Hp),"4.000
 €",Крива Паланка,//reklama5.mk/photos/big/0653e952-cdee-42e1-8302-fa10cc2efd06.jpg
"KIA VENGA, 2012, 1.4CRDI, 140 000KM!",2012,"140,000 km",60 kW (80 Hp),"5.550
 €",Крива Паланка,//reklama5.mk/photos/big/8b481601-294a-4003-a53a-46432eab85cc.jpg
BMW X1 2017 sdrive,2017,"180,000 km",85 kW (114 Hp),"18.200
 €",Битола,//reklama5.mk/photos/big/013e81d5-f56e-4a91-b415-f7e2869ff2d1.jpg
FIAT.PUNTO.1.2.BENZIN 2009.GO.KLIMA.PLIN.KAKO.NOVO,2009,"170,000 km",44 kW (59 Hp),"1.799
 €",Карпош / Скопје,//reklama5.mk/photos/big/7c596e5e-e444-4a90-8eaf-48a76b8b1095.jpg
"NISSAN QASHQAI +2, 1.5dCi, 110HP,  2009god.",2009,"190,000 km",82 kW (110 Hp),"6.100
 €",Крива Паланка,//reklama5.mk/photos/big/281d0ce1-0311-4af7-82d2-2faf7b5729d7.jpg
CHEVROLET.KALOS.1.2 BENZIN.2005.GOD.KLIMA.KAKO.NOVO.FULL,2005,"190,000 km",44 kW (59 Hp),"1.499
 €",Карпош / Скопје,//reklama5.mk/photos/big/e5f792d4-bcaf-48f7-b9a3-7672ace70b4a.jpg
GOLF.4.1.9.SDI.2003.GOD KLIMA.STRANSKI.KAKO.NOVO.FULL,2003,"200,000 km",66 kW (89 Hp),"1.499
 €",Карпош / Скопје,//reklama5.mk/photos/big/2647cf00-a112-4ed3-9075-ec856a3fe028.jpg
"BMW 118d, 2.0D, 140KS, AUTOMATIC, 2013god.",2013,"170,000 km",105 kW (141 Hp),"8.900
 €",Крива Паланка,//reklama5.mk/photos/big/b6eafe09-9f20-403c-b42f-a5a471de5d2e.jpg
VENTO.1.8.BENZIN.1996.GOD KLIMA.ATES.PLIN.AUTOMATIC.FULL,1996,"190,000 km",66 kW (89 Hp),"1.499
 €",Карпош / Скопје,//reklama5.mk/photos/big/d23b2938-26ad-4880-bda3-c754ffd5d32a.jpg
POLO.1.4.BENZIN.2001 GOD.KLIMA.ATES.PLIN.KAKO.NOVO.FULL,2001,"200,000 km",55 kW (74 Hp),"1.299
 €",Карпош / Скопје,//reklama5.mk/photos/big/85f75f1f-cd4e-49eb-9ff5-048409703378.jpg
OPEL.CORSA.1.2.BENZIN.2002 GOD.KLIMA.ATES.PLIN.OPOZARENO,2002,"190,000 km",55 kW (74 Hp),"499
 €",Карпош / Скопје,//reklama5.mk/photos/big/640f377f-f095-45e5-9050-f4c5a8481aa6.jpg
BMW 316 D 2013,2013,"250,000 km",85 kW (114 Hp),"12.900
 €",Штип,//reklama5.mk/photos/big/381614df-cfb3-44e4-b7e7-ee21aa9091b2.jpg
MERCEDES BENZ A 170CDI ELEGNNCE REDIZAJN FUL,2003,"250,000 km",70 kW (94 Hp),"1.850
 €",Тетово,//reklama5.mk/photos/big/175c833b-b58a-4401-b358-6dd4c9aa5f3b.jpg
VW.POLO 1.4 TDI FUL ODLICNA SOSTOJBA,2008,"200,000 km",55 kW (74 Hp),"2.850
 €",Тетово,//reklama5.mk/photos/big/81f412bf-c805-411f-9578-89c991208397.jpg
DAEWOO NEXIA 1.5 BENZIN PLIN FUL TOP SOSTOJBA,1997,"200,000 km",55 kW (74 Hp),"850
 €",Тетово,//reklama5.mk/photos/big/0bb024e7-7591-4ffe-884a-ce96bf053bff.jpg
AUDI A6 3.0TDI 272HP QUATTRO MATRIX/SLINE FULL,2016,"200,000 km",200 kW (268 Hp),"28
 €",Кичево,//reklama5.mk/photos/big/dcdc7ab9-3cb9-4718-92ea-e03d0f900810.jpg
AUDI A6 MATRIX 3.0TDI QUATTRO FULL OPREMA,2016,"200,000 km",200 kW (268 Hp),"28
 €",Кичево,//reklama5.mk/photos/big/06fa1e90-9459-4ea5-9894-4fa081aa6688.jpg
VW.POLO 1.4 BENZIN PLIN TOP SOSTOJBA,2004,"200,000 km",55 kW (74 Hp),"2.200
 €",Тетово,//reklama5.mk/photos/big/c1a3e623-1ba4-431c-86ae-802de4f8901d.jpg
CITROEN BERLINGO FURGON FUL TOP SOSTOJBA,2010,"250,000 km",55 kW (74 Hp),"3.000
 €",Тетово,//reklama5.mk/photos/big/65b3790e-32e0-47d8-945e-132eac309985.jpg
OPEL CORSA 1.0 BENZIN FUL DOBRA SOSTOJBA,2004,"200,000 km",50 kW (67 Hp),"1.350
 €",Тетово,//reklama5.mk/photos/big/94a32637-0ad6-4284-a560-1bb8f4fb34b5.jpg
FORD FOCUS 1.6TDCI 66KW FUL ODLICEN NOV UVOZ,2008,"170,000 km",66 kW (89 Hp),"2.850
 €",Тетово,//reklama5.mk/photos/big/bcc22fe8-387b-482f-9391-d1741f14755e.jpg
Golf 6  1.6 TDI,2010,"250,000 km",77 kW (103 Hp),"7.000
 €",Ресен,//reklama5.mk/photos/big/2974888d-c12f-412e-b0a1-999bfa0911d0.jpg
HYUNDAI IX35 1.7 CRDI 116 KS 2011 GODINA,2011,"180,000 km",85 kW (114 Hp),"9.500
 €",Прилеп,//reklama5.mk/photos/big/b3cf8c49-3fe9-497b-8399-90175dcc69d7.jpg
SKODA FABIA KARAVAN 1.4 BENZIN FUL PERFEKTNA 2004G,2004,"250,000 km",55 kW (74 Hp),"2.000
 €",Тетово,//reklama5.mk/photos/big/1587735b-ea47-4d3d-9519-376409a1fbc1.jpg
OPEL INSIGNIA  GRAND SPORT 1.6 TDCI  136KS 2018G FUL OPREMA,2018,"160,000 km",100 kW (134 Hp),"13.400
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/73d390bc-f677-4a5d-b7ec-beacbbb56db4.jpg
CITROEN C4 1.6HDI FUL PERFEKTNA 2008G,2008,"250,000 km",80 kW (107 Hp),"2.850
 €",Тетово,//reklama5.mk/photos/big/02915984-de41-4020-8dba-48ffca20a522.jpg
FORD FOCUS 20TDCI FUL ODLICNA SOSTOJBA,2000,"190,000 km",96 kW (129 Hp),"1.350
 €",Тетово,//reklama5.mk/photos/big/43c7370e-5576-46bd-887a-c869eff30f2f.jpg
FIAT PUNTO EVO 1.3 M-JET 84KS 2012 GODINA,2012,"160,000 km",62 kW (83 Hp),"4.500
 €",Аеродром / Скопје,//reklama5.mk/photos/big/2f3c240c-fa2a-4d60-a1a9-1d9e420b8fe9.jpg
Bmw X5 3.5XD M57 Motor 2013/12g 7 SedishtaKesh Ekstra Cena,2012,"250,000 km",210 kW (282 Hp),"1
 €",Куманово,//reklama5.mk/photos/big/567dea48-cf2f-4770-9bb3-09968227e000.jpg
Seat Ibiza 1.2tdi Top sistojba Kesh Ekstra Cena,,,,"4.099
 €",Куманово,//reklama5.mk/photos/big/7dfebfcf-9ed3-4689-b20f-e491fa42df04.jpg
Bmw 640D Mpaket Sport Fabrika,,,,"3
 €",Куманово,//reklama5.mk/photos/big/5e06ad5a-a204-49eb-98aa-2b1c235e9d40.jpg
BMW E92 320 D M-PAKET AUTOMATIK FACELIFT PANORAMA NAVI -09 !,2009,"190,000 km",130 kW (174 Hp),По Договор,Карпош / Скопје,//reklama5.mk/photos/big/3b71f685-0b15-4779-9af7-2b69b04351f5.jpg
BMW X6 3.0 D 245KS 8G FACELIFT INDIVIDUAL LIMITED EDITION-12,2012,"200,000 km",180 kW (241 Hp),По Договор,Карпош / Скопје,//reklama5.mk/photos/big/c6dd3548-586d-4f4a-a155-8ab3c54348f3.jpg
BMW f10 520d,2011,"200,000 km",135 kW (181 Hp),"12.200
 €",Охрид,//reklama5.mk/photos/big/ffabbdfe-21b5-42e1-aae8-168b483cc0c0.jpg
Passat avtomatik dsg,2007,"200,000 km",140 kW (188 Hp),"5.850
 €",Охрид,//reklama5.mk/photos/big/fd1873b5-5a64-4a1f-8a55-ed003681ee2a.jpg
VW ARTEON 2.0 TDI DSG 3X R-LINE NOVO *MOZE ZAMENA* -19 !,,,,По Договор,Карпош / Скопје,//reklama5.mk/photos/big/0532e8c1-ccf8-4d3d-9216-65fb1b6ab8d9.jpg
PRODAVAM VW TOUAREG FACELIFT NEUVEZUVA 2015god,2015,"250,000 km",193 kW (259 Hp),"22.000
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/6e0e79b0-4385-42fd-9625-c9ae03820cbf.jpg
CITROEN C3 1.6 E-HDI 92KS EURO5 2012 GODINA,2012,"160,000 km",68 kW (91 Hp),По Договор,Аеродром / Скопје,//reklama5.mk/photos/big/018277ad-0e15-467d-ba4c-ac8d408995c5.jpg
PEUGEOT 2008 1.6 E-HDI AVTOMATIK ALLURE FUL OPREMA,2013,"170,000 km",68 kW (91 Hp),По Договор,Аеродром / Скопје,//reklama5.mk/photos/big/05475036-466d-4942-831a-3f09dc13d15f.jpg
Pezo 407 benzin plin,2005,"250,000 km",103 kW (138 Hp),"2.800
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/79ad215f-2584-48d2-900a-3609102593d6.jpg
Citroen c6,2007,"200,000 km",150 kW (201 Hp),"5.500
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/12fa3aad-6c63-48ec-af66-a3d485b69865.jpg
RENAULT MEGANE 1.5 DCI FULL OPREMA REGISTRIRANA NOVO -10 !,,,,По Договор,Скопје Центар / Скопје,//reklama5.mk/photos/big/6149e720-960c-4a13-83c6-998129537cbc.jpg
MERCEDES C320 CDI 4MATIC FULL OPREMA AVANTGARDE UNIKAT -08!,2008,"200,000 km",173 kW (232 Hp),По Договор,Скопје Центар / Скопје,//reklama5.mk/photos/big/ddf2a178-06e1-4f53-9795-b390f2ae5fbb.jpg
AUDI A5 3.0 TDI 8G S-LINE FULL OPREMA EXSLUZIVE MATRIX -13 !,,,,По Договор,Скопје Центар / Скопје,//reklama5.mk/photos/big/4667ac63-6f81-43a7-b54f-7093717a5004.jpg
SEAT LEON 1.6 TDI MATRIX FUL LED NAVI LIMITED EDITION III,2015,"180,000 km",81 kW (109 Hp),По Договор,Аеродром / Скопје,//reklama5.mk/photos/big/d24d073d-3745-4f76-bedf-c2adfb2a3e20.jpg
SE PRODAVA    -    OPEL CORSA C 1.2 so KLIMA    -   POVOLNO,2002,"160,000 km",55 kW (74 Hp),"1.999
 €",Битола,//reklama5.mk/photos/big/c173733f-6e37-457c-8759-b257058ad4c9.jpg
VW POLO 1.6 TDI BLUEMOTION 2010,2010,"200,000 km",66 kW (89 Hp),"5.300
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/234d55df-d4fb-4488-8036-0d82c55d70fd.jpg
VW SKODA ROOMSTER 1.6 TDI 90KS 2010,2010,"250,000 km",66 kW (89 Hp),"3.650
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/f2246c7a-4c11-4da5-9b03-ab04ceca2521.jpg
FORD FUSION 1.4i PLIN 2006,2006,"250,000 km",59 kW (79 Hp),"2.900
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/f4ef88ab-b50e-415c-849d-035ee8f64ead.jpg
FIAT PUNTO EVO 1.3 M-JET 84KS EURO 5,2010,"160,000 km",62 kW (83 Hp),"4.100
 €",Аеродром / Скопје,//reklama5.mk/photos/big/b0e93e61-e6e3-4b1d-a58e-ad68b4ced453.jpg
VW TIGUAN BMT,2013,"160,000 km",130 kW (174 Hp),"15.500
 €",Струга,//reklama5.mk/photos/big/50290b5a-857a-4e64-8214-7cdd52953ad5.jpg
BMW X1 2.0d xdrive automatic steptronic,2010,"200,000 km",130 kW (174 Hp),"10.500
 €",Куманово,//reklama5.mk/photos/big/b9de390c-63fe-4592-a08a-d789d02ec6bc.jpg
TOYOTA COROLLA 1.8 HYBRID 122KS BUSINESS 2020G NEUVEZENA,2020,"95,000 km",90 kW (121 Hp),"18.800
 €",Куманово,//reklama5.mk/photos/big/e00e0067-c3d6-4e9a-bbf0-6506e186ce79.jpg
ПРОДАВАМ ФОРД ФОКУС 1.6 регистриран до јуни 2026,2002,"200,000 km",74 kW (99 Hp),"1
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/60c94251-aabc-4d56-912f-b455f2ee0fed.jpg
Opel Corsa 1.4 2011 109000km Facelift,2011,"100,000 km",66 kW (89 Hp),По Договор,Илинден / Скопје,//reklama5.mk/photos/big/4b563fb7-56a1-44bf-a475-d9552781bea4.jpg
Passat B8 2.0 TDI DSG,2015,"200,000 km",110 kW (148 Hp),"16.500
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/0fc18443-fbb8-419a-9a84-b0a23a44b4d5.jpg
Se prodava Seat Toledo 1.9 Tdi,2000,"250,000 km",81 kW (109 Hp),"2.450
 €",Пробиштип,//reklama5.mk/photos/big/8c333165-9796-4524-8c3b-89049ce8b64e.jpg
Renault Kangoo 2003 1.9D,2003,"200,000 km",47 kW (63 Hp),"2.500
 €",Кавадарци,//reklama5.mk/photos/big/fed8d2b6-cc87-43ff-b53a-5134d8b98563.jpg
ALFA ROMEO 147 1.9 JTDM 16V,2006,"250,000 km",110 kW (148 Hp),"3.100
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/297d7946-9b3c-43c7-9292-b1a87da6807b.jpg
Seat Leon 1.6 2015 Matrix limited edition,2015,"160,000 km",81 kW (109 Hp),"9.999
 €",Штип,//reklama5.mk/photos/big/c419e639-38bf-4e99-b9b9-323679f9fd74.jpg
Audi Q7 3.0 tdi quattro,2007,"250,000 km",164 kW (220 Hp),"12.500
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/c06c0db5-c78e-41dc-848b-b6de2459928b.jpg
Renault Clio 1.5 dci PERFEKTNO,2013,"180,000 km",66 kW (89 Hp),"6.999
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/92ac6513-2026-411c-a3b2-46e154401bcc.jpg
Passat b6 1.9 tdi odlicen,2006,"200,000 km",77 kW (103 Hp),"5.699
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/ee1759e7-5ffd-45d4-9b3a-37e19d3bb2f0.jpg
CITROEN C3 1.4 HDI--REDIZAJN--MODEL 2012--NOVO VOZILO!!!!!,2012,"190,000 km",50 kW (67 Hp),"5.390
 €",Битола,//reklama5.mk/photos/big/d46ea87a-25dd-4709-99e9-0cbf4347aadc.jpg
BMW X3 35d 313ks M-PAKET 4X4 xDrive 2014 god CH,2014,"200,000 km",230 kW (308 Hp),По Договор,Карпош / Скопје,//reklama5.mk/photos/big/7ec27576-395d-473f-97b6-4fd28c9ae354.jpg
Kia Sportage,2023,"30,000 km",150 kW (201 Hp),"29.900
 €",Аеродром / Скопје,//reklama5.mk/photos/big/83112ef3-5131-4635-995d-035f7d5e2bdd.jpg
Passat b8 2.0 110 kw,2016,"180,000 km",110 kW (148 Hp),По Договор,Куманово,//reklama5.mk/photos/big/195a3683-2122-434d-956a-2b61b89a8b93.jpg
Mazda 2 - 2009 - 140.000 km - Neuvezena,2009,"140,000 km",55 kW (74 Hp),"3.600
 €",Карпош / Скопје,//reklama5.mk/photos/big/72492bf6-b42d-455b-b094-fcfb4b747d45.jpg
Se prodava Volvo Xc90 2.4d(134kw) euro 4 stranski,2006,"300,000 km",136 kW (182 Hp),"3.500
 €",Кичево,//reklama5.mk/photos/big/9b4340b6-4597-4fbd-91fa-502d4cfada97.jpg
Jeep liberty renegade,2006,"180,000 km",157 kW (211 Hp),"8.700
 €",Тетово,//reklama5.mk/photos/big/c78b8350-5855-4acd-983a-52847582c741.jpg
Ford focus 1.6 tdci 2010,2010,"180,000 km",66 kW (89 Hp),"5.200
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/fa8d0317-1148-4708-b3f9-ba5503a44dfd.jpg
VW PASAT 2009 2.0 TSI 200 HP 140.000 km * Najzacuvaniot  *,2009,"130,000 km",156 kW (209 Hp),"8.499
 €",Тетово,//reklama5.mk/photos/big/9897dd2f-13f7-4ba5-b9d3-1483651328a5.jpg
Ford focus 1.6 benzin/plin 210000 km 2004 g.,2004,"200,000 km",74 kW (99 Hp),"2.250
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/a2b494b0-853b-4291-a00d-da7f119562ff.jpg
wwTouran 20 Tdi 140 Ks DSG  God 2006,2006,"200,000 km",103 kW (138 Hp),"3.950
 €",Тетово,//reklama5.mk/photos/big/584f9098-26e3-4a11-9637-abb98af02294.jpg
Nissan Qashqai 1.5 Dci 103KS (odgovara i za vozac pocetnik),2009,"200,000 km",76 kW (102 Hp),"7.500
 €",Битола,//reklama5.mk/photos/big/20fa34fb-bb97-4182-b373-f4ea401d4c23.jpg
